Annotation,Gene length,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names,Croco_%ID_x,Croco_%ID_y,Croco_%ID,FOX probability,Prob_per_len
asr2932,355,asr2932,Q8YSZ7,WP_010997083,1.0,5.0,0.0,5.0,93.35075,Asr2932 protein,0.0,0.0,0.0,0.21401620124999998,0.0006028625387323943
alr3606,1393,alr3606,Q8YR44,WP_010997755,,,,,,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),,,,0.19915254175,0.00014296664877961235
all3940,535,all3940,Q8YQ94,WP_010998081,0.0,5.0,0.0,5.0,91.43725,All3940 protein,0.0,0.0,0.0,0.33289826575,0.0006222397490654205
alr1921,1108,alr1921,Q8YVQ3,WP_010996085,0.0,5.0,0.0,5.0,88.64725000000001,Biotin synthase (EC 2.8.1.6),0.0,0.0,0.0,0.231491307,0.00020892717238267148
all2244,2008,all2244,Q8YUT7,WP_010996402,,,,,,All2244 protein,,,,0.21032404025,0.00010474304793326694
alr4840,1696,alr4840,P48575,WP_010998968,3.0,10.0,5.0,5.0,94.67975,2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase),83.619,83.619,83.619,0.37292020025,0.00021988219354363207
all3084,769,all3084,Q8YSK1,WP_010997235,,,,,,All3084 protein,,,,0.18197103025000003,0.00023663332932379716
asl3784,376,asl3784,Q8YQN6,WP_010997925,,,,,,Asl3784 protein,,,,0.29409219825,0.0007821601017287234
alr2790,487,alr2790,Q8YTD2,WP_010996941,,,,,,Alr2790 protein,,,,0.266382323,0.0005469862895277207
asl2403,394,asl2403,Q8YUE7,WP_010996559,,,,,,Asl2403 protein,,,,0.23853007425,0.0006054062798223351
all4202,502,all4202,Q8YPJ2,WP_010998340,1.0,5.0,0.0,5.0,93.42075,Small ribosomal subunit protein uS8 (30S ribosomal protein S8),0.0,0.0,0.0,0.20348136275,0.00040534136005976096
all2636,676,all2636,Q8YTS7,WP_010996792,,,,,,All2636 protein,,,,0.21258211724999998,0.000314470587647929
alr2972,748,alr2972,Q8YSV8,WP_010997123,0.0,5.0,0.0,5.0,88.23575,Alr2972 protein,0.0,0.0,0.0,0.22151932825,0.00029614883455882356
all1663,1591,all1663,Q8YWF0,WP_010995832,,,,,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",,,,0.29070328275,0.0001827173367379007
alr2840,1048,alr2840,Q8YT86,WP_010996991,,,,,,Glycosyltransferase,,,,0.61014245175,0.0005821969959446565
all4608,493,all4608,Q8YNF8,WP_010998739,,,,,,Glycine cleavage system H protein,,,,0.26504541,0.0005376174645030426
all3879,2806,all3879,P58572,WP_010998020,0.0,5.0,0.0,5.0,94.3675,Cyanophycin synthetase (EC 6.3.2.29) (EC 6.3.2.30) (Cyanophycin synthase),0.0,0.0,0.0,0.477185665,0.0001700590395580898
all4071,1786,all4071,Q8YPW9,WP_010998211,,,,,,Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),,,,0.231222073,0.00012946364669652857
all3964,1528,all3964,Q8YQ71,WP_010998105,0.0,5.0,0.0,5.0,94.01475,Phosphoglucomutase/phosphomannomutase,0.0,0.0,0.0,0.307610938,0.00020131605890052356
alr3337,448,alr3337,Q8YRV5,WP_010997488,,,,,,Alr3337 protein,,,,0.338104161,0.0007546967879464286
alr3400,1270,alr3400,Q8YRP4,WP_010997550,1.0,10.0,5.0,5.0,95.4935,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Cyanobacterial UDP-glucose pyrophosphorylase) (UDP-glucose pyrophosphorylase) (UDP-Glc PPase),83.721,83.721,83.721,0.24366323974999998,0.0001918608187007874
all0396,1582,all0396,Q8YZR1,WP_010994572,,,,,,"Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)",,,,0.16366878275,0.00010345687910872313
asl1305,373,asl1305,Q8YXB0,WP_010995477,,,,,,Asl1305 protein,,,,0.19000048549999998,0.0005093846796246648
all3914,1327,all3914,Q8YQB9,WP_010998055,,,,,,Succinyl-CoA synthetase beta chain,,,,0.21531227374999998,0.0001622549161642803
asl2100,376,asl2100,Q8YV81,WP_010996258,,,,,,Asl2100 protein,,,,0.25214583175,0.000670600616356383
all3902,1702,all3902,Q8YQD1,WP_010998043,0.0,5.0,0.0,5.0,91.49375,All3902 protein,0.0,0.0,0.0,0.24614958799999997,0.00014462372972972971
alr4067,598,alr4067,Q8YPX3,WP_010998207,,,,,,Alr4067 protein,,,,0.23498217300000002,0.00039294677759197326
alr1396,1576,alr1396,Q8YX22,WP_010995568,0.0,5.0,0.0,5.0,91.18775,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),0.0,0.0,0.0,0.20400251975,0.00012944322319162436
asl4317,337,asl4317,Q8YP82,WP_010998455,,,,,,Asl4317 protein,,,,0.22124033825,0.0006564995200296736
all4802,427,all4802,Q8YMX2,WP_010998932,,,,,,Small ribosomal subunit protein bS6 (30S ribosomal protein S6),,,,0.068714177,0.00016092313114754098
all0337,466,all0337,Q8YZW8,WP_010994513,,,,,,All0337 protein,,,,0.179800719,0.00038583845278969956
all3580,1264,all3580,Q8YR70,WP_010997729,,,,,,All3580 protein,,,,0.23765912524999996,0.00018802145984968353
alr2936,1705,alr2936,Q8YSZ3,WP_010997087,0.0,5.0,0.0,5.0,87.112,Bifunctional pantoate ligase/cytidylate kinase [Includes: Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme); Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)],0.0,0.0,0.0,0.22328503175000003,0.00013095896290322582
alr4168,1372,alr4168,Q8YPM5,WP_010998307,0.0,5.0,0.0,5.0,86.72775,Alr4168 protein,0.0,0.0,0.0,0.256693036,0.0001870940495626822
all3660,778,all3660,Q8YR00,WP_010997804,1.0,5.0,0.0,5.0,99.55575,Two-component response regulator,0.0,0.0,0.0,0.362860895,0.0004664021786632391
all1303,1513,all1303,Q8YXB2,WP_010995475,,,,,,Na+/H+ antiporter,,,,0.19293233699999998,0.00012751641573033705
all2029,1363,all2029,Q8YVE9,WP_010996190,,,,,,Heme biosynthesis protein,,,,0.20115941825000003,0.00014758578008070434
alr5318,907,alr5318,Q8YLI0,WP_010999442,,,,,,Potassium channel protein,,,,0.2365952835,0.00026085477783902977
all4337,1330,all4337,Q8YP63,WP_010998475,3.0,9.0,4.0,5.0,92.97075,Elongation factor Tu (EF-Tu) (EC 3.6.5.3),81.907,81.907,81.907,0.40270412925,0.00030278505958646615
all4578,709,all4578,Q8YNI7,WP_010998710,,,,,,All4578 protein,,,,0.23502814100000002,0.00033149244146685473
alr2517,586,alr2517,Q8YU44,WP_010996673,,,,,,Alr2517 protein,,,,0.167623319,0.00028604661945392493
all2040,1219,all2040,Q8YVD8,WP_010996201,,,,,,All2040 protein,,,,0.24175288825000002,0.0001983206630434783
all1814,670,all1814,Q8YW02,WP_010995982,,,,,,All1814 protein,,,,0.2877850605,0.0004295299410447762
alr2522,526,alr2522,Q8YU39,WP_010996678,,,,,,Alr2522 protein,,,,0.43469797025,0.0008264219966730038
asr2523,376,asr2523,Q8YU38,WP_010996679,,,,,,Asr2523 protein,,,,0.52463066925,0.0013952943331117021
alr0996,1567,alr0996,Q8YY56,WP_010995170,,,,,,Protease,,,,0.28152290775,0.00017965724808551373
all2105,724,all2105,Q8YV76,WP_010996263,,,,,,FMN-dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17),,,,0.132195792,0.00018259087292817682
all4342,523,all4342,Q8YP58,WP_010998479,2.0,5.0,0.0,5.0,89.97149999999999,Mannose-6-phosphate isomerase,0.0,0.0,0.0,0.28362635625,0.0005423066085086042
alr4784,1360,alr4784,Q8YMZ0,WP_044522336,3.0,10.0,5.0,5.0,94.11225,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),81.038,81.038,81.038,0.24054226650000005,0.0001768693136029412
all4962,1363,all4962,Q8YMH1,WP_010999088,,,,,,All4962 protein,,,,0.261724976,0.0001920212589875275
all4179,1882,all4179,Q8YPL5,WP_010998318,,,,,,All4179 protein,,,,0.25171886450000003,0.0001337507250265675
all4904,805,all4904,Q8YMM9,WP_010999030,,,,,,All4904 protein,,,,0.23601508875000002,0.00029318644565217393
alr1622,700,alr1622,Q8YWJ1,WP_010995791,,,,,,Alr1622 protein,,,,0.26662501125,0.0003808928732142857
alr2484,847,alr2484,Q8YU70,WP_010996640,1.0,5.0,0.0,5.0,92.885,Alr2484 protein,0.0,0.0,0.0,0.21079438125,0.0002488717606257379
alr5053,1915,alr5053,Q8YM83,WP_010999179,0.0,5.0,0.0,5.0,89.47825,Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS),0.0,0.0,0.0,0.26335158599999997,0.00013752041044386422
alr0598,796,alr0598,Q8YZ81,WP_010994774,,,,,,Alr0598 protein,,,,0.168471631,0.00021164777763819096
all2038,2332,all2038,Q8YVE0,WP_010996199,,,,,,All2038 protein,,,,0.30499307200000003,0.000130786051457976
alr1585,1510,alr1585,Q8YWM0,WP_010995754,,,,,,Alr1585 protein,,,,0.305631178,0.00020240475364238412
alr1595,1978,alr1595,P22704,WP_010995764,4.0,9.0,4.0,5.0,96.6,DNA-directed RNA polymerase subunit gamma (RNAP subunit gamma) (EC 2.7.7.6) (RNA polymerase subunit gamma) (Transcriptase subunit gamma),83.413,83.413,83.413,0.28390298875,0.00014353032798281092
all4497,703,all4497,Q8YNR5,WP_010998630,,,,,,All4497 protein,,,,0.22755734325,0.0003236946561166429
alr4823,808,alr4823,Q8YMV3,WP_010998951,,,,,,Alr4823 protein,,,,0.39230755225,0.00048552914882425745
alr3754,1402,alr3754,Q8YQR5,WP_010997895,,,,,,Alr3754 protein,,,,0.22998213574999998,0.00016403861323109842
asl1434,316,asl1434,Q44148,WP_010995606,,,,,,UPF0437 protein asl1434,,,,0.449859414,0.001423605740506329
all4432,2305,all4432,Q8YNX7,WP_010998567,,,,,,non-specific protein-tyrosine kinase (EC 2.7.10.2),,,,0.23169104775,0.00010051672353579176
alr3887,1486,alr3887,Q8YQE6,WP_010998028,1.0,9.0,4.0,5.0,92.2875,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase) (NoArgH),80.088,80.088,80.088,0.3336021215,0.00022449671702557203
alr3074,1150,alr3074,Q8YSL0,WP_010997225,,,,,,UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191),,,,0.213189292,0.00018538199304347826
all1431,472,all1431,P18501,WP_010995603,,,,,,Protein HesB,,,,0.435651913,0.0009229913411016949
alr4658,511,alr4658,Q8YNA9,WP_010998789,,,,,,Alr4658 protein,,,,0.25777827325,0.00050445846037182
all2099,871,all2099,Q8YV82,WP_010996257,,,,,,All2099 protein,,,,0.247727497,0.00028441733295063145
all4339,571,all4339,Q8YP61,WP_010998477,0.0,5.0,0.0,5.0,95.8335,Small ribosomal subunit protein uS7 (30S ribosomal protein S7),0.0,0.0,0.0,0.22396974400000003,0.00039224123292469357
all1433,418,all1433,Q44149,WP_010995605,,,,,,Nitrogenase-stabilizing/protective protein NifW,,,,0.44662700175000003,0.0010684856501196173
all2846,1723,all2846,Q8YT80,WP_010996997,3.0,10.0,5.0,5.0,93.10175,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase),84.393,84.393,84.393,0.213868198,0.00012412547765525248
all4191,1048,all4191,Q8YPK3,WP_010998330,0.0,5.0,0.0,5.0,95.697,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),0.0,0.0,0.0,0.368472,0.00035159541984732825
all1435,577,all1435,Q44147,WP_010995607,,,,,,All1435 protein,,,,0.43343131074999997,0.0007511807811958405
asr0690,325,asr0690,Q8YZ00,WP_010994865,,,,,,Asr0690 protein,,,,0.20519299900000001,0.0006313630738461539
asr3294,376,asr3294,Q8YRZ8,WP_010997445,0.0,5.0,0.0,5.0,89.56049999999999,Asr3294 protein,0.0,0.0,0.0,0.158414681,0.0004213156409574468
all2391,1237,all2391,P46080,WP_010996547,1.0,5.0,0.0,5.0,95.23825,Uncharacterized protein all2391,0.0,0.0,0.0,0.16291518175,0.00013170184458367016
all4289,697,all4289,Q8YPA9,WP_010998427,0.0,5.0,0.0,5.0,86.86875,Photosystem I assembly protein Ycf4,0.0,0.0,0.0,0.187210928,0.0002685953055954089
alr4512,1402,alr4512,Q8YNQ2,WP_010998645,,,,,,Sulfide-quinone reductase,,,,0.21983244475,0.00015679917599857346
alr3078,1105,alr3078,Q8YSK7,WP_010997229,,,,,,Alr3078 protein,,,,0.17734025600000003,0.0001604889194570136
alr2520,616,alr2520,Q8YU41,WP_010996676,,,,,,Alr2520 protein,,,,0.28029631925,0.000455026492288961
all4982,862,all4982,Q8YMF2,WP_010999108,,,,,,All4982 protein,,,,0.294571536,0.0003417303201856149
alr4738,1573,alr4738,Q8YN32,WP_010998869,,,,,,Transcriptional regulator,,,,0.21060097425,0.00013388491687857596
alr2660,1165,alr2660,Q8YTQ3,WP_010996816,,,,,,Alr2660 protein,,,,0.2164094105,0.00018575915064377683
all3922,1057,all3922,Q8YQB1,WP_010998063,0.0,5.0,0.0,5.0,87.85425000000001,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase subunit alpha; Isoaspartyl peptidase/L-asparaginase subunit beta],0.0,0.0,0.0,0.25515054724999997,0.0002413912462157048
alr3281,706,alr3281,Q8YS11,WP_010997432,,,,,,Alr3281 protein,,,,0.1773743535,0.0002512384610481586
alr5303,493,alr5303,Q8YLJ5,WP_010999427,0.0,5.0,0.0,5.0,89.23075,Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12),0.0,0.0,0.0,0.11501402425,0.0002332941668356998
alr4066,493,alr4066,Q8YPX4,WP_010998206,,,,,,Alr4066 protein,,,,0.18668024500000002,0.0003786617545638946
asl3523,334,asl3523,Q8YRC5,WP_010997673,0.0,5.0,0.0,5.0,87.92275000000001,Asl3523 protein,0.0,0.0,0.0,0.292273806,0.0008750712754491018
alr1148,1195,alr1148,Q8YXR3,WP_010995321,,,,,,Alr1148 protein,,,,0.19248663975000002,0.00016107668598326362
all3866,1156,all3866,Q8YQG5,WP_010998007,,,,,,All3866 protein,,,,0.22305435375,0.00019295359320934256
all1395,523,all1395,Q8YX23,WP_010995567,,,,,,All1395 protein,,,,0.3672044315,0.000702111723709369
alr4448,1249,alr4448,Q8YNW3,WP_010998581,,,,,,Beta-xylanase (EC 3.2.1.8),,,,0.25292147675,0.00020249918074459567
alr0228,904,alr0228,Q8Z073,WP_010994405,,,,,,Alr0228 protein,,,,0.175155522,0.00019375610840707965
all2200,661,all2200,Q8YUY1,WP_010996358,,,,,,All2200 protein,,,,0.18505962474999998,0.00027996917511346445
alr1155,1267,alr1155,Q8YXQ7,WP_010995328,0.0,5.0,0.0,5.0,89.97800000000001,Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain),0.0,0.0,0.0,0.36876924625,0.00029105702150749804
alr4232,1612,alr4232,Q8YPG2,WP_010998370,2.0,5.0,0.0,5.0,92.644,L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase),0.0,0.0,0.0,0.22715628399999999,0.00014091580893300248
asl2850,337,asl2850,Q8YT76,WP_010997001,,,,,,Asl2850 protein,,,,0.0440691995,0.00013076913798219585
all3841,838,all3841,Q44240,WP_010997982,2.0,5.0,0.0,5.0,94.388,NAD(P)H-quinone oxidoreductase subunit K (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit K) (NDH-1 subunit K) (NDH-K),0.0,0.0,0.0,0.17239573925,0.00020572283920047735
all1430,400,all1430,P11053,WP_010995602,0.0,5.0,0.0,5.0,90.36775,"Ferredoxin, heterocyst",0.0,0.0,0.0,0.38344231475,0.000958605786875
all5073,1528,all5073,Q8YM67,WP_010999199,,,,,,All5073 protein,,,,0.2568547225,0.00016809864037958117
alr3646,703,alr3646,Q8YR12,WP_010997790,,,,,,Transcriptional regulator,,,,0.33497772574999995,0.0004764974761735419
all4189,949,all4189,Q8YPK5,WP_010998328,0.0,5.0,0.0,5.0,89.07300000000001,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),0.0,0.0,0.0,0.22478980575000002,0.00023687018519494206
alr4570,775,alr4570,Q8YNJ5,WP_010998702,,,,,,Glutathione S-transferase,,,,0.23571180925,0.00030414426999999996
asr3387,358,asr3387,Q8YRQ7,WP_010997537,,,,,,Asr3387 protein,,,,0.20252748375000001,0.0005657192283519553
all4188,556,all4188,Q8YPK6,WP_010998327,0.0,5.0,0.0,5.0,92.60525,Large ribosomal subunit protein uL13 (50S ribosomal protein L13),0.0,0.0,0.0,0.1728888855,0.00031095123291366905
alr3647,1405,alr3647,Q8YR11,WP_010997791,,,,,,Alr3647 protein,,,,0.292268526,0.00020802030320284695
alr4629,1048,alr4629,Q8YND7,WP_010998760,,,,,,Alr4629 protein,,,,0.22894173299999998,0.00021845585209923662
alr2717,1444,alr2717,Q8YTK0,WP_010996870,0.0,5.0,0.0,5.0,93.091,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT (EC 6.3.5.13),0.0,0.0,0.0,0.17100894825,0.00011842724948060941
alr2709,970,alr2709,Q8YTK8,WP_010996862,,,,,,Alr2709 protein,,,,0.18993948175,0.00019581389871134021
all4295,583,all4295,Q8YPA4,WP_010998433,,,,,,All4295 protein,,,,0.20305266924999998,0.00034828931260720406
alr0944,622,alr0944,Q8YYA7,WP_010995118,,,,,,Alr0944 protein,,,,0.15662475375,0.0002518082857717042
all4192,496,all4192,Q8YPK2,WP_010998331,3.0,10.0,5.0,5.0,99.42775,Small ribosomal subunit protein uS11 (30S ribosomal protein S11),91.818,91.818,91.818,0.22676183175,0.00045718111239919355
alr1398,2635,alr1398,Q8YX20,WP_010995570,,,,,,Alr1398 protein,,,,0.277740171,0.0001054042394686907
all3083,1369,all3083,Q8YSK2,WP_010997234,,,,,,All3083 protein,,,,0.17304928375,0.0001264056126734843
alr3751,1267,alr3751,Q8YQR8,WP_010997892,0.0,5.0,0.0,5.0,91.4205,Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase),0.0,0.0,0.0,0.174428902,0.00013767079873717444
asr1486,283,asr1486,Q8YWV8,WP_010995656,,,,,,Asr1486 protein,,,,0.25909570275,0.0009155325185512367
asl3726,280,asl3726,Q8YQU0,WP_010997869,,,,,,CAB/ELIP/HLIP superfamily,,,,0.19888054275,0.0007102876526785714
alr2483,703,alr2483,Q8YU71,WP_010996639,,,,,,Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase),,,,0.230347609,0.0003276637396870555
all3275,2770,all3275,Q8YS17,WP_010997426,,,,,,histidine kinase (EC 2.7.13.3),,,,0.289352889,0.00010445952671480145
asl2435,310,asl2435,Q8YUB7,WP_010996591,,,,,,Asl2435 protein,,,,0.153234098,0.0004943035419354839
asr3886,307,asr3886,Q8YQE7,WP_010998027,,,,,,Asr3886 protein,,,,0.26829699325,0.0008739315741042345
all0349,517,all0349,Q8YZV6,WP_010994525,,,,,,All0349 protein,,,,0.33880331449999995,0.0006553255599613152
all1371,820,all1371,Q8YX46,WP_010995543,0.0,5.0,0.0,5.0,92.26725,Polyphosphate glucokinase,0.0,0.0,0.0,0.35187348475,0.00042911400579268293
alr2885,427,alr2885,Q8YT41,WP_010997036,3.0,10.0,5.0,5.0,95.941,Circadian clock oscillator protein KaiB,89.691,89.691,89.691,0.17717159025,0.00041492175702576115
all5304,1597,all5304,Q8YLJ4,WP_010999428,,,,,,All5304 protein,,,,0.23938471975,0.0001498965057921102
alr5285,1081,alr5285,Q8YLL3,WP_010999409,0.0,5.0,0.0,5.0,93.17475,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15),0.0,0.0,0.0,0.26769169025,0.0002476333859851989
all2364,1051,all2364,Q8YUI2,WP_010996520,0.0,5.0,0.0,5.0,92.4155,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15),0.0,0.0,0.0,0.190425407,0.00018118497335870598
alr5256,925,alr5256,Q8YLP0,WP_010999380,,,,,,Biotin acetyl-CoA carboxylase ligase,,,,0.21924173524999999,0.00023701809216216215
all4201,649,all4201,Q8YPJ3,WP_010998339,0.0,5.0,0.0,5.0,91.59525,Large ribosomal subunit protein uL6 (50S ribosomal protein L6),0.0,0.0,0.0,0.14302343574999998,0.00022037509360554698
alr4870,2212,alr4870,Q8YMR3,WP_010998996,,,,,,Subtilase family peptidase,,,,0.21452141575,9.698074853074141e-05
alr3676,2050,alr3676,Q8YQY4,WP_010997820,,,,,,Alr3676 protein,,,,0.277983862,0.00013560188390243904
asr3834,298,asr3834,Q8YQI9,WP_010997975,,,,,,Asr3834 protein,,,,0.25777105925,0.0008650035545302013
all2459,1429,all2459,Q8YU95,WP_010996615,,,,,,All2459 protein,,,,0.186223303,0.00013031721693491954
all3013,844,all3013,Q8YSS1,WP_010997164,0.0,5.0,0.0,5.0,90.7755,All3013 protein,0.0,0.0,0.0,0.18334032875,0.00021722787766587678
all3093,1621,all3093,Q8YSJ2,WP_010997244,0.0,5.0,0.0,5.0,90.33775,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)],0.0,0.0,0.0,0.19072169299999997,0.00011765681246144354
alr2718,922,alr2718,Q8YTJ9,WP_010996871,0.0,5.0,0.0,5.0,90.88475,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD (EC 6.3.5.13) (Lipid II isoglutaminyl synthase glutaminase subunit) (EC 3.5.1.2),0.0,0.0,0.0,0.19961038875000003,0.00021649716784164863
all1339,958,all1339,Q8YX76,WP_010995511,,,,,,All1339 protein,,,,0.161407448,0.00016848376617954072
all4475,2830,all4475,Q8YNT6,WP_010998608,,,,,,All4475 protein,,,,0.20176827175,7.129620909893993e-05
alr3917,1444,alr3917,Q8YQB6,WP_010998058,,,,,,Alr3917 protein,,,,0.204517075,0.0001416323234072022
alr2268,838,alr2268,Q8YUR7,WP_010996425,0.0,5.0,0.0,5.0,89.423,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase),0.0,0.0,0.0,0.1628001605,0.00019427226789976135
alr0692,577,alr0692,Q8YYZ9,WP_010994867,,,,,,Alr0692 protein,,,,0.141516473,0.00024526251819757366
alr0508,664,alr0508,Q8YZF2,WP_010994684,,,,,,Alr0508 protein,,,,0.1260557,0.000189842921686747
alr3069,1282,alr3069,Q8YSL5,WP_010997220,,,,,,Alr3069 protein,,,,0.37061573325,0.00028909183560842436
all2303,1420,all2303,Q8YUN6,WP_010996459,0.0,5.0,0.0,5.0,88.83225,Dihydroorotase,0.0,0.0,0.0,0.16421740625,0.00011564606073943662
alr3428,457,alr3428,Q8YRL8,WP_010997578,3.0,10.0,5.0,5.0,95.33875,Large ribosomal subunit protein bL20 (50S ribosomal protein L20),82.051,82.051,82.051,0.077147869,0.00016881371772428883
alr3428,457,alr3428,Q8YRL8,WP_010997578,3.0,10.0,5.0,5.0,95.33875,Large ribosomal subunit protein bL20 (50S ribosomal protein L20),82.051,82.051,82.051,0.077147869,0.00016881371772428883
alr3428,457,alr3428,Q8YRL8,WP_010997578,3.0,10.0,5.0,5.0,95.33875,Large ribosomal subunit protein bL20 (50S ribosomal protein L20),82.051,82.051,82.051,0.077147869,0.00016881371772428883
alr3428,457,alr3428,Q8YRL8,WP_010997578,3.0,10.0,5.0,5.0,95.33875,Large ribosomal subunit protein bL20 (50S ribosomal protein L20),82.051,82.051,82.051,0.077147869,0.00016881371772428883
